file_nm,title,file_url,video_length,age_group,strength,muscularEndurance,cardiovascularEndurance,flexibility,agility,power,equipment
0AUDLJ08S_00534.mp4,짐볼 윗몸 올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00534.mp4,72,공통,1.0,0.0,0.0,0.0,0.0,0.0,['짐볼']
0AUDLJ08S_00535.mp4,소파를 이용한 윗몸 올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00535.mp4,78,공통,1.0,0.0,0.0,0.0,0.0,0.0,['소파']
0AUDLJ08S_00536.mp4,엎드려 버티기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00536.mp4,71,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00537.mp4,옆으로 누워 버티기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00537.mp4,62,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00538.mp4,누워서 다리 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00538.mp4,72,공통,1.0,0.0,0.0,0.0,0.0,0.0,['매트']
0AUDLJ08S_00539.mp4,누워서 팔 다리 동시에 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00539.mp4,69,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['공', '매트']"
0AUDLJ08S_00540.mp4,누워서 다리 좌우로 움직이기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00540.mp4,64,공통,1.0,0.0,0.0,0.0,0.0,0.0,['공']
0AUDLJ08S_00541.mp4,누워서 공들고 몸 기울이기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00541.mp4,83,공통,1.0,0.0,0.0,0.0,0.0,0.0,['공']
0AUDLJ08S_00542.mp4,누워서 수직으로 다리 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00542.mp4,67,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['매트', '소파']"
0AUDLJ08S_00543.mp4,누워서 하늘 자전거,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00543.mp4,63,공통,1.0,0.0,0.0,0.0,0.0,0.0,['소파']
0AUDLJ08S_00544.mp4,누워서 엉덩이 들어올리기,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00544.mp4,65,공통,1.0,0.0,0.0,0.0,0.0,0.0,"['매트', '의자', '짐볼']"
