trng_mscl_nm,rptt_tcnt_nm,file_url,vdo_desc,file_sz,fps_cnt,row_num,resolution,tool_nm,aggrp_nm,frme_no,ecrg_cycl_nm,img_file_nm,trng_mscl_zn_nm,fbctn_yr,trng_plc_nm,vdo_len,trng_mscl_part,lang,trng_nm,job_ymd,trng_mscl_class,vdo_ttl_nm,snap_tm,trng_hr_nm,file_type_nm,file_nm,trng_mscl_eng_nm,img_file_url,img_file_sn,data_type,set_cnt_nm
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,1,1280*720,실내자전거,공통,262,,0AUDLJ08S_00173_SC_00004.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,8.742,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,3,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,2,1280*720,실내자전거,공통,349,,0AUDLJ08S_00173_SC_00005.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,11.644,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,4,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,3,1280*720,실내자전거,공통,436,,0AUDLJ08S_00173_SC_00006.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,14.547,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,5,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,4,1280*720,실내자전거,공통,494,,0AUDLJ08S_00173_SC_00007.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,16.483,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,6,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,5,1280*720,실내자전거,공통,523,,0AUDLJ08S_00173_SC_00008.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,17.45,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,7,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,6,1280*720,실내자전거,공통,552,,0AUDLJ08S_00173_SC_00009.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,18.418,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,8,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,7,1280*720,실내자전거,공통,581,,0AUDLJ08S_00173_SC_00010.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,19.386,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,9,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,8,1280*720,실내자전거,공통,610,,0AUDLJ08S_00173_SC_00011.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,20.353,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,10,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,9,1280*720,실내자전거,공통,639,,0AUDLJ08S_00173_SC_00012.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,21.321,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,11,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,10,1280*720,실내자전거,공통,987,,0AUDLJ08S_00173_SC_00014.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,32.932,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,12,동영상,
"넙다리네갈래근,넙다리두갈래근,장딴지근",,http://openapi.kspo.or.kr/web/video/,실내에서 자전거를 활용한 운동처방 동영상,8036248,29.96,11,1280*720,실내자전거,공통,1103,,0AUDLJ08S_00173_SC_00015.jpeg,"대퇴사두근,대퇴이두근,비복근",2021,헬스장,50,"앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,실내 자전거타기,20220930,"하지의 근,하지의 근,하지의 근",실내 자전거타기,36.803,,mp4,0AUDLJ08S_00173.mp4,"Quadriceps Femoris,Biceps Femoris,Gastrocnemius",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00173/,13,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,12,1280*720,트레드밀,공통,117,,0AUDLJ08S_00174_SC_00001.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,3.903,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,1,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,13,1280*720,트레드밀,공통,146,,0AUDLJ08S_00174_SC_00002.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,4.871,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,2,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,14,1280*720,트레드밀,공통,291,,0AUDLJ08S_00174_SC_00003.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,9.709,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,3,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,15,1280*720,트레드밀,공통,349,,0AUDLJ08S_00174_SC_00004.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,11.644,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,4,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,16,1280*720,트레드밀,공통,378,,0AUDLJ08S_00174_SC_00005.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,12.612,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,5,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,17,1280*720,트레드밀,공통,407,,0AUDLJ08S_00174_SC_00006.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,13.58,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,6,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,18,1280*720,트레드밀,공통,436,,0AUDLJ08S_00174_SC_00007.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,14.547,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,7,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,19,1280*720,트레드밀,공통,465,,0AUDLJ08S_00174_SC_00008.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,15.515,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,8,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,20,1280*720,트레드밀,공통,494,,0AUDLJ08S_00174_SC_00009.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,16.483,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,9,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,21,1280*720,트레드밀,공통,523,,0AUDLJ08S_00174_SC_00010.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,17.45,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,10,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,22,1280*720,트레드밀,공통,552,,0AUDLJ08S_00174_SC_00011.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,18.418,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,11,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,23,1280*720,트레드밀,공통,581,,0AUDLJ08S_00174_SC_00012.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,19.386,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,12,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,24,1280*720,트레드밀,공통,639,,0AUDLJ08S_00174_SC_00013.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,21.321,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,13,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,25,1280*720,트레드밀,공통,813,,0AUDLJ08S_00174_SC_00014.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,27.127,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,14,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,26,1280*720,트레드밀,공통,842,,0AUDLJ08S_00174_SC_00015.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,28.094,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,15,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,27,1280*720,트레드밀,공통,871,,0AUDLJ08S_00174_SC_00016.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,29.062,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,16,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,28,1280*720,트레드밀,공통,900,,0AUDLJ08S_00174_SC_00017.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,30.03,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,17,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,29,1280*720,트레드밀,공통,929,,0AUDLJ08S_00174_SC_00018.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,30.997,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,18,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,30,1280*720,트레드밀,공통,958,,0AUDLJ08S_00174_SC_00019.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,31.965,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,19,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,31,1280*720,트레드밀,공통,987,,0AUDLJ08S_00174_SC_00020.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,32.932,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,20,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,32,1280*720,트레드밀,공통,1016,,0AUDLJ08S_00174_SC_00021.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,33.9,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,21,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,33,1280*720,트레드밀,공통,1045,,0AUDLJ08S_00174_SC_00022.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,34.868,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,22,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,34,1280*720,트레드밀,공통,1103,,0AUDLJ08S_00174_SC_00023.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,36.803,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,23,동영상,
"큰허리근,배곧은근,넙다리네갈래근,넙다리두갈래근,장딴지세갈래근",,http://openapi.kspo.or.kr/web/video/,실내에서 트레드밀을 활용한 운동처방 동영상,6308288,29.96,35,1280*720,트레드밀,공통,1132,,0AUDLJ08S_00174_SC_00024.jpeg,"대요근,복직근,대퇴사두근,대퇴이두근,하퇴삼두근",2021,헬스장,40,"앞쪽 골반,복부,앞쪽 넓적다리,뒤쪽 넓적다리,종아리",한국어,트레드밀에서 걷기,20221004,"골반의 근,복부의 근,하지의 근,하지의 근,하지의 근",트레드밀에서 걷기,37.771,,mp4,0AUDLJ08S_00174.mp4,"Psoas Major,Rectus Abdominis,Quadriceps Femoris,Biceps Femoris,Triceps Surae",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00174/,24,동영상,
,,http://openapi.kspo.or.kr/web/video/,수영장에서 할 수 있는 기초적인 호흡과 물에뜨는 방법을 설명한 운동처방 동영상,15012650,29.96,36,1280*720,,공통,117,,0AUDLJ08S_00175_SC_00001.jpeg,,2021,수영장,84,,한국어,손목/발목 돌리기,20220930,,"수영기초(물에뜨기, 호흡하기)",3.903,,mp4,0AUDLJ08S_00175.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00175/,1,동영상,
,,http://openapi.kspo.or.kr/web/video/,수영장에서 할 수 있는 기초적인 호흡과 물에뜨는 방법을 설명한 운동처방 동영상,15012650,29.96,37,1280*720,,공통,146,,0AUDLJ08S_00175_SC_00002.jpeg,,2021,수영장,84,,한국어,손목/발목 돌리기,20220930,,"수영기초(물에뜨기, 호흡하기)",4.871,,mp4,0AUDLJ08S_00175.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00175/,2,동영상,
