trng_mscl_nm,rptt_tcnt_nm,file_url,vdo_desc,file_sz,fps_cnt,ftns_lvl_nm,row_num,resolution,tool_nm,aggrp_nm,frme_no,ecrg_cycl_nm,img_file_nm,trng_mscl_zn_nm,fbctn_yr,nope_nm,trng_plc_nm,vdo_len,trng_mscl_part,lang,trng_nm,job_ymd,ftns_fctr_nm,trng_mscl_class,vdo_ttl_nm,snap_tm,trng_hr_nm,file_type_nm,file_nm,trng_mscl_eng_nm,img_file_url,img_file_sn,data_type,set_cnt_nm
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,176,1920*1080,의자,유소년,73,,0AUDLJ08S_00371_FR_00002.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,3.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,1,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,177,1920*1080,의자,유소년,505,,0AUDLJ08S_00371_SC_00004.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,21.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,2,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,178,1920*1080,의자,유소년,625,,0AUDLJ08S_00371_SC_00006.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,26.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,4,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,179,1920*1080,의자,유소년,889,,0AUDLJ08S_00371_SC_00010.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,37.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,5,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,180,1920*1080,의자,유소년,937,,0AUDLJ08S_00371_SC_00011.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,39.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,6,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,181,1920*1080,의자,유소년,1273,,0AUDLJ08S_00371_SC_00016.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,53.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,7,동영상,
"배가로근,배곧은근,배바깥빗근,배속빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",17385792,24,중급,182,1920*1080,의자,유소년,1945,,0AUDLJ08S_00371_SC_00025.jpeg,"복횡근,복직근,외복사근,내복사근",2019,1인 이상,실내,103,"복부,복부,복부,복부",한국어,다리 올려 의자 넘기,20220916,근력/근지구력,"복부의 근,복부의 근,복부의 근,복부의 근",다리 올려 의자 넘기,81.041,,mp4,0AUDLJ08S_00371.mp4,"Transverse Abdominis,Rectus Abdominis,Abdominal External Oblique,Abdominal Internal Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,8,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,183,1920*1080,밴드,유소년,73,,0AUDLJ08S_00372_FR_00002.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,3.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,1,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,184,1920*1080,밴드,유소년,289,,0AUDLJ08S_00372_FR_00005.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,12.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,2,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,185,1920*1080,밴드,유소년,721,,0AUDLJ08S_00372_FR_00011.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,30.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,3,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,186,1920*1080,밴드,유소년,937,,0AUDLJ08S_00372_FR_00014.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,39.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,4,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,187,1920*1080,밴드,유소년,1297,,0AUDLJ08S_00372_SC_00011.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,54.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,5,동영상,
"넓은등근,등세모근,마름모근,뒤세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",16361211,24,중급,188,1920*1080,밴드,유소년,2017,,0AUDLJ08S_00372_FR_00029.jpeg,"광배근,승모근,능형근,후면삼각근",2019,1인 이상,실내,98,"등,등,등,옆쪽 어깨",한국어,앉아서 밴드 당기기,20221003,근력/근지구력,"등과 허리의 근,등과 허리의 근,등과 허리의 근,상지의 근",앉아서 밴드 당기기,84.041,,mp4,0AUDLJ08S_00372.mp4,"Latissimus Dorsi,Trapezius,Rhomboid,Posterior Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,6,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,189,1920*1080,밴드,유소년,145,,0AUDLJ08S_00373_FR_00003.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,6.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,1,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,190,1920*1080,밴드,유소년,289,,0AUDLJ08S_00373_FR_00005.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,12.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,2,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,191,1920*1080,밴드,유소년,505,,0AUDLJ08S_00373_SC_00006.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,21.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,3,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,192,1920*1080,밴드,유소년,793,,0AUDLJ08S_00373_FR_00012.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,33.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,4,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,193,1920*1080,밴드,유소년,985,,0AUDLJ08S_00373_SC_00010.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,41.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,5,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,194,1920*1080,밴드,유소년,1057,,0AUDLJ08S_00373_SC_00011.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,44.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,6,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,195,1920*1080,밴드,유소년,1201,,0AUDLJ08S_00373_SC_00013.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,50.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,7,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,196,1920*1080,밴드,유소년,1489,,0AUDLJ08S_00373_SC_00016.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,62.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,8,동영상,
"큰볼기근,배곧은근,넙다리두갈래근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",16380569,24,중급,197,1920*1080,밴드,유소년,2041,,0AUDLJ08S_00373_SC_00024.jpeg,"대둔근,복직근,대퇴이두근",2019,1인 이상,실내,96,"엉덩이,복부,뒤쪽 넓적다리",한국어,밴드로 다리 올려 버티기,20220928,근력/근지구력,"골반의 근,복부의 근,하지의 근",밴드로 다리 올려 버티기,85.041,,mp4,0AUDLJ08S_00373.mp4,"Gluteus Maximus,Rectus Abdominis,Biceps Femoris",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,9,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,198,1920*1080,밴드,유소년,49,,0AUDLJ08S_00374_SC_00002.jpeg,,2019,1인 이상,실내,145,,한국어,밴드 다리 올려 버티기,20220920,근력/근지구력,,밴드 다리 올려 버티기,2.041,,mp4,0AUDLJ08S_00374.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,1,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,199,1920*1080,밴드,유소년,337,,0AUDLJ08S_00374_SC_00004.jpeg,,2019,1인 이상,실내,145,,한국어,밴드 다리 올려 버티기,20220920,근력/근지구력,,밴드 다리 올려 버티기,14.041,,mp4,0AUDLJ08S_00374.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,2,동영상,
배곧은근,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,200,1920*1080,밴드,유소년,1033,,0AUDLJ08S_00374_SC_00005.jpeg,복직근,2019,1인 이상,실내,145,복부,한국어,밴드 다리 올려 버티기,20220919,근력/근지구력,복부의 근,밴드 다리 올려 버티기,43.041,,mp4,0AUDLJ08S_00374.mp4,Rectus Abdominis,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,3,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,201,1920*1080,밴드,유소년,1297,,0AUDLJ08S_00374_SC_00008.jpeg,,2019,1인 이상,실내,145,,한국어,밴드 다리 올려 버티기,20220920,근력/근지구력,,밴드 다리 올려 버티기,54.041,,mp4,0AUDLJ08S_00374.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,4,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,202,1920*1080,밴드,유소년,1849,,0AUDLJ08S_00374_SC_00010.jpeg,,2019,1인 이상,실내,145,,한국어,밴드 다리 올려 버티기,20220920,근력/근지구력,,밴드 다리 올려 버티기,77.041,,mp4,0AUDLJ08S_00374.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,5,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",24499921,24,중급,203,1920*1080,밴드,유소년,3049,,0AUDLJ08S_00374_SC_00014.jpeg,,2019,1인 이상,실내,145,,한국어,밴드 다리 올려 버티기,20220920,근력/근지구력,,밴드 다리 올려 버티기,127.041,,mp4,0AUDLJ08S_00374.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,6,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,204,1920*1080,밴드,유소년,73,,0AUDLJ08S_00375_FR_00002.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220929,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,3.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,1,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,205,1920*1080,밴드,유소년,289,,0AUDLJ08S_00375_FR_00005.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220928,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,12.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,2,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,206,1920*1080,밴드,유소년,793,,0AUDLJ08S_00375_FR_00012.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220929,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,33.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,3,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,207,1920*1080,밴드,유소년,937,,0AUDLJ08S_00375_FR_00014.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220929,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,39.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,4,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,208,1920*1080,밴드,유소년,1513,,0AUDLJ08S_00375_FR_00022.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220929,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,63.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,5,동영상,
"앞톱니근,큰가슴근,어깨세모근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",17650368,24,중급,209,1920*1080,밴드,유소년,2089,,0AUDLJ08S_00375_SC_00017.jpeg,"전거근,대흉근,삼각근",2019,1인 이상,실내,105,"가슴,가슴,바깥쪽 어깨",한국어,밴드 앞으로 당기기,20220929,근력/근지구력,"가슴의 근,가슴의 근,상지의 근",밴드 앞으로 당기기,87.041,,mp4,0AUDLJ08S_00375.mp4,"Serratus Anterior,Pectoralis Major,Deltoid",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,6,동영상,
,,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",18030760,24,중급,210,1920*1080,매트,유소년,49,,0AUDLJ08S_00376_SC_00002.jpeg,,2019,1인 이상,실내,106,,한국어,무릎 구부려 상체 비틀기,20220922,근력/근지구력,,무릎 구부려 상체 비틀기,2.041,,mp4,0AUDLJ08S_00376.mp4,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,1,동영상,
"배곧은근,배바깥빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",18030760,24,중급,211,1920*1080,매트,유소년,481,,0AUDLJ08S_00376_SC_00006.jpeg,"복직근,외복사근",2019,1인 이상,실내,106,"복부,복부",한국어,무릎 구부려 상체 비틀기,20220922,근력/근지구력,"복부의 근,복부의 근",무릎 구부려 상체 비틀기,20.041,,mp4,0AUDLJ08S_00376.mp4,"Rectus Abdominis,Abdominal External Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,2,동영상,
"배곧은근,배바깥빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",18030760,24,중급,212,1920*1080,매트,유소년,601,,0AUDLJ08S_00376_SC_00008.jpeg,"복직근,외복사근",2019,1인 이상,실내,106,"복부,복부",한국어,무릎 구부려 상체 비틀기,20220922,근력/근지구력,"복부의 근,복부의 근",무릎 구부려 상체 비틀기,25.041,,mp4,0AUDLJ08S_00376.mp4,"Rectus Abdominis,Abdominal External Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,3,동영상,
"배곧은근,배바깥빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",18030760,24,중급,213,1920*1080,매트,유소년,625,,0AUDLJ08S_00376_SC_00009.jpeg,"복직근,외복사근",2019,1인 이상,실내,106,"복부,복부",한국어,무릎 구부려 상체 비틀기,20220922,근력/근지구력,"복부의 근,복부의 근",무릎 구부려 상체 비틀기,26.041,,mp4,0AUDLJ08S_00376.mp4,"Rectus Abdominis,Abdominal External Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,4,동영상,
"배곧은근,배바깥빗근",,http://openapi.kspo.or.kr/web/video/,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",18030760,24,중급,214,1920*1080,매트,유소년,721,,0AUDLJ08S_00376_SC_00011.jpeg,"복직근,외복사근",2019,1인 이상,실내,106,"복부,복부",한국어,무릎 구부려 상체 비틀기,20220922,근력/근지구력,"복부의 근,복부의 근",무릎 구부려 상체 비틀기,30.041,,mp4,0AUDLJ08S_00376.mp4,"Rectus Abdominis,Abdominal External Oblique",http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,5,동영상,
