trng_se_nm,file_url,vdo_desc,file_sz,trng_aim_nm,fps_cnt,row_num,resolution,tool_nm,aggrp_nm,frme_no,img_file_nm,fbctn_yr,nope_nm,vdo_len,lang,trng_nm,job_ymd,ftns_fctr_nm,vdo_ttl_nm,snap_tm,file_type_nm,file_nm,img_file_url,img_file_sn,data_type,trng_part_nm
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,29,1920*1080,매트,공통,22621,0AUDLJ08S_00041_SC_00193.jpeg,2021,1인 이상,2299,한국어,누워서 팔 다리 뻗기,20221028,근력/근지구력,요통 예방 운동프로그램,754.788,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,39,동영상,몸통
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,30,1920*1080,매트,공통,22824,0AUDLJ08S_00041_SC_00195.jpeg,2021,1인 이상,2299,한국어,누워서 팔 다리 뻗기,20221028,근력/근지구력,요통 예방 운동프로그램,761.561,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,40,동영상,몸통
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,31,1920*1080,매트,공통,24096,0AUDLJ08S_00041_FR_00269.jpeg,2021,1인 이상,2299,한국어,엎드려서 버티기,20221028,근력/근지구력,요통 예방 운동프로그램,804.004,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,41,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,32,1920*1080,매트,공통,24303,0AUDLJ08S_00041_SC_00203.jpeg,2021,1인 이상,2299,한국어,엎드려서 버티기,20221028,근력/근지구력,요통 예방 운동프로그램,810.91,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,42,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,33,1920*1080,매트,공통,24477,0AUDLJ08S_00041_SC_00204.jpeg,2021,1인 이상,2299,한국어,엎드려서 버티기,20221028,근력/근지구력,요통 예방 운동프로그램,816.716,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,43,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,34,1920*1080,매트,공통,25811,0AUDLJ08S_00041_SC_00218.jpeg,2021,1인 이상,2299,한국어,네발기기 자세로 팔 들어 올리기,20221028,근력/근지구력,요통 예방 운동프로그램,861.227,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,44,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,35,1920*1080,매트,공통,26072,0AUDLJ08S_00041_SC_00219.jpeg,2021,1인 이상,2299,한국어,네발기기 자세로 팔 들어 올리기,20221028,근력/근지구력,요통 예방 운동프로그램,869.936,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,45,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,36,1920*1080,매트,공통,26974,0AUDLJ08S_00041_FR_00301.jpeg,2021,1인 이상,2299,한국어,네발기기 자세로 팔 들어 올리기,20221028,근력/근지구력,요통 예방 운동프로그램,900.033,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,46,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,37,1920*1080,매트,공통,27232,0AUDLJ08S_00041_SC_00232.jpeg,2021,1인 이상,2299,한국어,네발기기 자세로 팔 들어 올리기,20221028,근력/근지구력,요통 예방 운동프로그램,908.641,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,47,동영상,전신
본 운동,http://openapi.kspo.or.kr/web/video/,요통을 예방하기 위한 운동프로그램,383566029,요통 예방,29.96,38,1920*1080,매트,공통,28142,0AUDLJ08S_00041_FR_00314.jpeg,2021,1인 이상,2299,한국어,네발기기 자세로 팔/다리 들어올려 균형 잡기,20221028,근력/근지구력,요통 예방 운동프로그램,939.005,mp4,0AUDLJ08S_00041.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00041/,48,동영상,전신
