trng_se_nm,file_url,vdo_desc,file_sz,trng_aim_nm,fps_cnt,row_num,resolution,tool_nm,aggrp_nm,frme_no,img_file_nm,fbctn_yr,nope_nm,vdo_len,lang,trng_nm,job_ymd,ftns_fctr_nm,vdo_ttl_nm,snap_tm,file_type_nm,file_nm,img_file_url,img_file_sn,data_type,trng_part_nm
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,585,1920*1080,매트,공통,6671,0AUDLJ08S_00045_SC_00039.jpeg,2021,1인 이상,2056,한국어,손깍지 끼고 가슴 펴주기,20221006,유연성,고혈압 예방 운동프로그램,222.589,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,35,동영상,가슴
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,586,1920*1080,매트,공통,6787,0AUDLJ08S_00045_SC_00040.jpeg,2021,1인 이상,2056,한국어,손깍지 끼고 가슴 펴주기,20221006,유연성,고혈압 예방 운동프로그램,226.459,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,36,동영상,가슴
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,587,1920*1080,매트,공통,7251,0AUDLJ08S_00045_SC_00041.jpeg,2021,1인 이상,2056,한국어,손바닥 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,241.941,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,37,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,588,1920*1080,매트,공통,7309,0AUDLJ08S_00045_SC_00042.jpeg,2021,1인 이상,2056,한국어,손바닥 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,243.877,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,38,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,589,1920*1080,매트,공통,7367,0AUDLJ08S_00045_SC_00043.jpeg,2021,1인 이상,2056,한국어,손바닥 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,245.812,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,39,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,590,1920*1080,매트,공통,7483,0AUDLJ08S_00045_SC_00044.jpeg,2021,1인 이상,2056,한국어,손바닥 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,249.683,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,40,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,591,1920*1080,매트,공통,7599,0AUDLJ08S_00045_SC_00045.jpeg,2021,1인 이상,2056,한국어,손바닥 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,253.553,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,41,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,592,1920*1080,매트,공통,8585,0AUDLJ08S_00045_SC_00053.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,286.453,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,42,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,593,1920*1080,매트,공통,8672,0AUDLJ08S_00045_SC_00054.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,289.356,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,43,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,594,1920*1080,매트,공통,8701,0AUDLJ08S_00045_SC_00055.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,290.323,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,44,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,595,1920*1080,매트,공통,8817,0AUDLJ08S_00045_SC_00056.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,294.194,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,45,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,596,1920*1080,매트,공통,8875,0AUDLJ08S_00045_SC_00057.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,296.129,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,46,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,597,1920*1080,매트,공통,8904,0AUDLJ08S_00045_SC_00058.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,297.097,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,47,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,598,1920*1080,매트,공통,8991,0AUDLJ08S_00045_SC_00060.jpeg,2021,1인 이상,2056,한국어,손등 쪽으로 손목 굽혀 당기기,20221006,유연성,고혈압 예방 운동프로그램,300,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,48,동영상,팔
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,599,1920*1080,매트,공통,10035,0AUDLJ08S_00045_SC_00070.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,334.834,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,49,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,600,1920*1080,매트,공통,10122,0AUDLJ08S_00045_SC_00071.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,337.737,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,50,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,601,1920*1080,매트,공통,10209,0AUDLJ08S_00045_SC_00072.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,340.64,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,51,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,602,1920*1080,매트,공통,10325,0AUDLJ08S_00045_SC_00075.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,344.511,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,52,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,603,1920*1080,매트,공통,10470,0AUDLJ08S_00045_SC_00077.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,349.349,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,53,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,604,1920*1080,매트,공통,10615,0AUDLJ08S_00045_SC_00078.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,354.187,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,54,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,605,1920*1080,매트,공통,10731,0AUDLJ08S_00045_SC_00081.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,358.058,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,55,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,606,1920*1080,매트,공통,10760,0AUDLJ08S_00045_SC_00082.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,359.025,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,56,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,607,1920*1080,매트,공통,10818,0AUDLJ08S_00045_SC_00083.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,360.96,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,57,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,608,1920*1080,매트,공통,10905,0AUDLJ08S_00045_SC_00084.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,363.863,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,58,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,609,1920*1080,매트,공통,10963,0AUDLJ08S_00045_SC_00085.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,365.799,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,59,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,610,1920*1080,매트,공통,11079,0AUDLJ08S_00045_SC_00086.jpeg,2021,1인 이상,2056,한국어,다리 벌려 늘려주기,20221006,유연성,고혈압 예방 운동프로그램,369.669,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,60,동영상,종아리
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,611,1920*1080,매트,공통,11572,0AUDLJ08S_00045_SC_00087.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,386.119,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,61,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,612,1920*1080,매트,공통,11717,0AUDLJ08S_00045_SC_00091.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,390.957,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,62,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,613,1920*1080,매트,공통,11775,0AUDLJ08S_00045_SC_00092.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,392.892,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,63,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,614,1920*1080,매트,공통,11949,0AUDLJ08S_00045_SC_00095.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,398.698,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,64,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,615,1920*1080,매트,공통,12442,0AUDLJ08S_00045_SC_00100.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,415.148,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,65,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,616,1920*1080,매트,공통,12471,0AUDLJ08S_00045_SC_00101.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,416.116,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,66,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,617,1920*1080,매트,공통,12500,0AUDLJ08S_00045_SC_00102.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,417.083,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,67,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,618,1920*1080,매트,공통,12529,0AUDLJ08S_00045_SC_00103.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,418.051,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,68,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,619,1920*1080,매트,공통,12587,0AUDLJ08S_00045_SC_00104.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,419.986,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,69,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,620,1920*1080,매트,공통,12616,0AUDLJ08S_00045_SC_00105.jpeg,2021,1인 이상,2056,한국어,넙다리 앞 늘리기,20221006,유연성,고혈압 예방 운동프로그램,420.954,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,70,동영상,대퇴사두근
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,621,1920*1080,매트,공통,13254,0AUDLJ08S_00045_SC_00106.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,442.242,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,71,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,622,1920*1080,매트,공통,13515,0AUDLJ08S_00045_SC_00107.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,450.95,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,72,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,623,1920*1080,매트,공통,14037,0AUDLJ08S_00045_SC_00114.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,468.368,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,73,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,624,1920*1080,매트,공통,14211,0AUDLJ08S_00045_SC_00115.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,474.174,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,74,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,625,1920*1080,매트,공통,14559,0AUDLJ08S_00045_SC_00116.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,485.785,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,75,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,626,1920*1080,매트,공통,14762,0AUDLJ08S_00045_SC_00122.jpeg,2021,1인 이상,2056,한국어,옆구리와 다리 옆 늘리기,20221006,유연성,고혈압 예방 운동프로그램,492.559,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,76,동영상,몸통
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,627,1920*1080,매트,공통,14878,0AUDLJ08S_00045_SC_00123.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,496.429,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,77,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,628,1920*1080,매트,공통,15110,0AUDLJ08S_00045_SC_00124.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,504.17,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,78,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,629,1920*1080,매트,공통,15168,0AUDLJ08S_00045_SC_00125.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,506.106,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,79,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,630,1920*1080,매트,공통,15284,0AUDLJ08S_00045_SC_00126.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,509.976,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,80,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,631,1920*1080,매트,공통,15342,0AUDLJ08S_00045_SC_00127.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,511.911,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,81,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,632,1920*1080,매트,공통,15487,0AUDLJ08S_00045_SC_00128.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,516.75,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,82,동영상,전신
준비 운동,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,633,1920*1080,매트,공통,15632,0AUDLJ08S_00045_SC_00129.jpeg,2021,1인 이상,2056,한국어,전신 늘이기,20221006,유연성,고혈압 예방 운동프로그램,521.588,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,83,동영상,전신
,http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,634,1920*1080,,공통,15835,0AUDLJ08S_00045_SC_00131.jpeg,2021,,2056,한국어,,20221006,,고혈압 예방 운동프로그램,528.361,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,84,동영상,
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,635,1920*1080,밴드,공통,16125,0AUDLJ08S_00045_SC_00132.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,538.038,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,85,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,636,1920*1080,밴드,공통,16241,0AUDLJ08S_00045_SC_00133.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,541.908,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,86,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,637,1920*1080,밴드,공통,16357,0AUDLJ08S_00045_SC_00134.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,545.779,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,87,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,638,1920*1080,밴드,공통,16560,0AUDLJ08S_00045_SC_00135.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,552.552,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,88,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,639,1920*1080,밴드,공통,16705,0AUDLJ08S_00045_SC_00136.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,557.39,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,89,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,640,1920*1080,밴드,공통,16821,0AUDLJ08S_00045_SC_00137.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,561.261,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,90,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,641,1920*1080,밴드,공통,17372,0AUDLJ08S_00045_SC_00138.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,579.646,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,91,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,642,1920*1080,밴드,공통,17778,0AUDLJ08S_00045_SC_00139.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,593.193,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,92,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,643,1920*1080,밴드,공통,17923,0AUDLJ08S_00045_SC_00140.jpeg,2021,1인 이상,2056,한국어,의자에 앉아 밴드로 다리 들어올리기,20221006,근력/근지구력,고혈압 예방 운동프로그램,598.031,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,93,동영상,대퇴사두근
본 운동(순환식 근력 운동),http://openapi.kspo.or.kr/web/video/,고혈압을 예방하기 위한 운동프로그램,340667976,고혈압 예방,29.96,644,1920*1080,밴드,공통,18677,0AUDLJ08S_00045_SC_00143.jpeg,2021,1인 이상,2056,한국어,의자에 밴드 걸고 서서 다리 뒤로 당기기,20221006,근력/근지구력,고혈압 예방 운동프로그램,623.189,mp4,0AUDLJ08S_00045.mp4,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00045/,94,동영상,대퇴이두근
